time	type	subtype	content
15.844	variable	print	{"n_trials": 2, "n_rewards": 2, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.5587516, "threshold_crossed": false}
16.345	state		reward_left
16.476	state		reward_consumption
19.375	event	input	poke_4_out
20.376	event	timer	consumption_timer
20.376	state		inter_trial_interval
22.451	event	sync	rsync
23.006	state		initiation_state
24.718	event	input	poke_5
24.719	state		choice_state
24.809	event	input	poke_5_out
25.220	event	input	poke_4
25.221	state		chose_left
25.222	variable	print	{"n_trials": 3, "n_rewards": 3, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.6105996, "threshold_crossed": false}
25.723	state		reward_left
25.854	state		reward_consumption
29.751	event	input	poke_4_out
29.870	event	input	poke_4
29.881	event	input	poke_4_out
30.882	event	timer	consumption_timer
30.882	state		inter_trial_interval
31.099	event	sync	rsync
33.001	state		initiation_state
33.630	event	input	poke_5
33.631	state		choice_state
33.675	event	input	poke_5_out
33.919	event	input	poke_4
33.921	state		chose_left
33.922	variable	print	{"n_trials": 4, "n_rewards": 4, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.6563554, "threshold_crossed": false}
34.422	state		reward_left
34.553	state		reward_consumption
36.068	event	sync	rsync
37.086	event	sync	rsync
38.330	event	input	poke_4_out
38.695	event	input	poke_4
39.303	event	input	poke_4_out
40.303	event	timer	consumption_timer
40.303	state		inter_trial_interval
41.340	event	sync	rsync
41.518	state		initiation_state
43.412	event	sync	rsync
44.359	event	input	poke_5
44.360	state		choice_state
44.413	event	input	poke_5_out
44.496	event	input	poke_5
44.575	event	input	poke_5_out
44.877	event	input	poke_4
44.878	state		chose_left
44.879	variable	print	{"n_trials": 5, "n_rewards": 4, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": false, "mov_ave": 0.6967347, "threshold_crossed": false}
45.380	state		no_reward
45.480	state		reward_consumption
45.835	event	input	poke_4_out
46.836	event	timer	consumption_timer
46.836	state		inter_trial_interval
47.263	event	sync	rsync
48.003	event	sync	rsync
48.865	event	input	poke_5
48.950	event	input	poke_5_out
49.151	event	input	poke_5
49.228	event	input	poke_5_out
49.402	state		initiation_state
49.497	event	input	poke_5
49.498	state		choice_state
49.579	event	input	poke_5_out
49.819	event	input	poke_4
49.820	state		chose_left
49.821	variable	print	{"n_trials": 6, "n_rewards": 5, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.7323693, "threshold_crossed": false}
50.321	state		reward_left
50.452	state		reward_consumption
54.943	event	input	poke_4_out
55.943	event	timer	consumption_timer
55.943	state		inter_trial_interval
57.137	event	sync	rsync
57.467	state		initiation_state
59.099	event	input	poke_5
59.100	state		forced_choice_right
59.100	event	sync	rsync
59.170	event	input	poke_5_out
59.666	event	input	poke_5
59.729	event	input	poke_5_out
60.055	event	sync	rsync
64.487	event	input	poke_6
64.488	state		chose_right
64.489	variable	print	{"n_trials": 7, "n_rewards": 6, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": true, "mov_ave": 0.7323693, "threshold_crossed": false}
64.989	state		reward_right
65.110	state		reward_consumption
67.097	event	input	poke_6_out
67.621	event	sync	rsync
68.098	event	timer	consumption_timer
68.098	state		inter_trial_interval
69.523	state		initiation_state
70.491	event	input	poke_5
70.492	state		choice_state
70.533	event	input	poke_5_out
70.952	event	input	poke_4
70.953	state		chose_left
70.954	variable	print	{"n_trials": 8, "n_rewards": 7, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.7638167, "threshold_crossed": true}
71.455	state		reward_left
71.586	state		reward_consumption
72.791	event	sync	rsync
73.925	event	input	poke_4_out
73.975	event	input	poke_4
75.353	event	input	poke_4_out
75.379	event	input	poke_4
75.432	event	input	poke_4_out
76.432	event	timer	consumption_timer
76.432	state		inter_trial_interval
78.738	event	sync	rsync
79.224	state		initiation_state
79.481	event	input	poke_5
79.482	state		choice_state
79.520	event	input	poke_5_out
79.565	event	input	poke_5
79.635	event	input	poke_5_out
80.039	event	input	poke_4
80.040	state		chose_left
80.041	variable	print	{"n_trials": 9, "n_rewards": 7, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": false, "mov_ave": 0.791569, "threshold_crossed": true}
80.542	state		no_reward
80.642	state		reward_consumption
80.904	event	input	poke_4_out
81.591	event	sync	rsync
81.904	event	timer	consumption_timer
81.904	state		inter_trial_interval
83.759	state		initiation_state
85.563	event	input	poke_5
85.564	state		choice_state
85.607	event	input	poke_5_out
85.877	event	input	poke_4
85.878	state		chose_left
85.879	variable	print	{"n_trials": 10, "n_rewards": 8, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.8160603, "threshold_crossed": true}
86.380	state		reward_left
86.511	state		reward_consumption
89.624	event	sync	rsync
90.820	event	sync	rsync
90.920	event	input	poke_4_out
90.992	event	input	poke_4
91.016	event	input	poke_4_out
91.841	event	sync	rsync
92.016	event	timer	consumption_timer
92.016	state		inter_trial_interval
92.822	event	input	poke_5
92.889	event	input	poke_5_out
94.231	state		initiation_state
95.086	event	input	poke_5
95.088	state		choice_state
95.112	event	input	poke_5_out
95.361	event	input	poke_4
95.362	state		chose_left
95.363	variable	print	{"n_trials": 11, "n_rewards": 9, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.8376738, "threshold_crossed": true}
95.864	state		reward_left
95.995	state		reward_consumption
98.242	event	sync	rsync
100.979	event	input	poke_4_out
101.272	event	sync	rsync
101.979	event	timer	consumption_timer
101.979	state		inter_trial_interval
103.578	state		initiation_state
103.934	event	input	poke_5
103.935	state		forced_choice_right
103.977	event	input	poke_5_out
104.365	event	input	poke_4
105.105	event	input	poke_4_out
105.955	event	input	poke_6
105.956	state		chose_right
105.956	variable	print	{"n_trials": 12, "n_rewards": 9, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.8376738, "threshold_crossed": true}
106.074	event	input	poke_6_out
106.085	event	input	poke_6
106.457	state		no_reward
106.557	state		reward_consumption
106.719	event	input	poke_6_out
106.865	event	input	poke_6
106.906	event	input	poke_6_out
107.237	event	input	poke_6
107.342	event	input	poke_6_out
108.157	event	sync	rsync
108.343	event	timer	consumption_timer
108.343	state		inter_trial_interval
109.878	event	input	poke_5
109.949	event	input	poke_5_out
109.979	event	input	poke_5
110.029	event	input	poke_5_out
110.245	event	input	poke_5
110.382	event	input	poke_5_out
111.011	event	input	poke_5
111.152	event	input	poke_5_out
111.155	state		initiation_state
111.330	event	input	poke_5
111.332	state		choice_state
111.395	event	input	poke_5_out
111.898	event	input	poke_4
111.899	state		chose_left
111.900	variable	print	{"n_trials": 13, "n_rewards": 10, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.8567476, "threshold_crossed": true}
112.401	state		reward_left
112.532	state		reward_consumption
115.463	event	input	poke_4_out
115.530	event	input	poke_4
115.577	event	input	poke_4_out
116.555	event	sync	rsync
116.578	event	timer	consumption_timer
116.578	state		inter_trial_interval
117.879	state		initiation_state
118.803	event	input	poke_5
118.804	state		choice_state
118.881	event	input	poke_5_out
119.159	event	input	poke_4
119.160	state		chose_left
119.161	variable	print	{"n_trials": 14, "n_rewards": 10, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": false, "mov_ave": 0.8735802, "threshold_crossed": true}
119.661	state		no_reward
119.761	state		reward_consumption
120.040	event	input	poke_4_out
121.041	event	timer	consumption_timer
121.041	state		inter_trial_interval
123.684	state		initiation_state
124.013	event	sync	rsync
126.002	event	input	poke_5
126.003	state		choice_state
126.089	event	input	poke_5_out
126.470	event	input	poke_4
126.472	state		chose_left
126.472	variable	print	{"n_trials": 15, "n_rewards": 11, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.888435, "threshold_crossed": true}
126.973	state		reward_left
127.104	state		reward_consumption
131.341	event	input	poke_4_out
131.441	event	input	poke_4
131.461	event	input	poke_4_out
132.462	event	timer	consumption_timer
132.462	state		inter_trial_interval
132.927	event	sync	rsync
134.172	state		initiation_state
134.957	event	input	poke_5
134.959	state		forced_choice_left
135.017	event	input	poke_5_out
135.348	event	input	poke_4
135.349	state		chose_left
135.350	variable	print	{"n_trials": 16, "n_rewards": 11, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": false, "mov_ave": 0.888435, "threshold_crossed": true}
135.851	state		no_reward
135.951	state		reward_consumption
136.643	event	input	poke_4_out
137.073	event	input	poke_5
137.118	event	input	poke_5_out
137.644	event	timer	consumption_timer
137.644	state		inter_trial_interval
139.413	state		initiation_state
139.538	event	input	poke_5
139.539	state		choice_state
139.606	event	input	poke_5_out
140.348	event	input	poke_4
140.349	state		chose_left
140.350	variable	print	{"n_trials": 17, "n_rewards": 12, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.9015442, "threshold_crossed": true}
140.851	state		reward_left
140.982	state		reward_consumption
141.055	event	sync	rsync
145.389	event	sync	rsync
145.975	event	input	poke_4_out
146.053	event	input	poke_4
146.076	event	input	poke_4_out
147.077	event	timer	consumption_timer
147.077	state		inter_trial_interval
148.452	state		initiation_state
149.376	event	input	poke_5
149.377	state		choice_state
149.449	event	input	poke_5_out
149.771	event	input	poke_4
149.773	state		chose_left
149.774	variable	print	{"n_trials": 18, "n_rewards": 13, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.913113, "threshold_crossed": true}
149.775	event	sync	rsync
150.274	state		reward_left
150.405	state		reward_consumption
154.935	event	input	poke_4_out
154.987	event	input	poke_4
156.517	event	input	poke_4_out
157.518	event	timer	consumption_timer
157.518	state		inter_trial_interval
158.697	event	sync	rsync
159.209	event	input	poke_5
159.282	event	input	poke_5_out
159.352	event	input	poke_5
159.472	event	input	poke_5_out
159.865	state		initiation_state
160.260	event	input	poke_5
160.261	state		choice_state
160.314	event	input	poke_5_out
160.616	event	input	poke_4
160.617	state		chose_left
160.618	variable	print	{"n_trials": 19, "n_rewards": 14, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.9233226, "threshold_crossed": true}
161.119	state		reward_left
161.250	state		reward_consumption
164.505	event	input	poke_4_out
164.598	event	input	poke_4
164.608	event	input	poke_4_out
165.609	event	timer	consumption_timer
165.609	state		inter_trial_interval
167.675	event	sync	rsync
168.187	state		initiation_state
168.644	event	input	poke_5
168.645	state		forced_choice_left
168.701	event	input	poke_5_out
168.950	event	input	poke_4
168.951	state		chose_left
168.952	variable	print	{"n_trials": 20, "n_rewards": 14, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": false, "mov_ave": 0.9233226, "threshold_crossed": true}
169.453	state		no_reward
169.553	state		reward_consumption
170.015	event	input	poke_4_out
170.944	event	sync	rsync
171.016	event	timer	consumption_timer
171.016	state		inter_trial_interval
172.462	event	sync	rsync
173.526	state		initiation_state
175.408	event	sync	rsync
177.598	event	sync	rsync
178.225	event	sync	rsync
181.397	event	input	poke_5
181.398	state		choice_state
181.587	event	input	poke_5_out
182.002	event	input	poke_4
182.003	state		chose_left
182.004	variable	print	{"n_trials": 21, "n_rewards": 15, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.0676676, "threshold_crossed": false}
182.505	state		reward_left
182.636	state		reward_consumption
185.203	event	input	poke_4_out
186.204	event	timer	consumption_timer
186.204	state		inter_trial_interval
187.709	event	input	poke_5
187.753	event	input	poke_5_out
187.768	event	sync	rsync
187.788	state		initiation_state
188.377	event	input	poke_5
188.378	state		choice_state
188.406	event	input	poke_5_out
188.658	event	input	poke_4
188.659	state		chose_left
188.660	variable	print	{"n_trials": 22, "n_rewards": 16, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": true, "mov_ave": 0.05971645, "threshold_crossed": false}
189.161	state		reward_left
189.292	state		reward_consumption
191.399	event	sync	rsync
192.460	event	sync	rsync
194.122	event	input	poke_4_out
194.205	event	input	poke_4
194.539	event	input	poke_4_out
194.980	event	sync	rsync
195.539	event	timer	consumption_timer
195.539	state		inter_trial_interval
197.400	state		initiation_state
198.967	event	input	poke_5
198.968	state		choice_state
199.033	event	input	poke_5_out
199.453	event	input	poke_4
199.454	state		chose_left
199.455	variable	print	{"n_trials": 23, "n_rewards": 16, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.05269958, "threshold_crossed": false}
199.956	state		no_reward
200.056	state		reward_consumption
200.316	event	input	poke_4_out
201.316	event	timer	consumption_timer
201.316	state		inter_trial_interval
201.817	event	sync	rsync
202.314	event	input	poke_5
202.360	event	input	poke_5_out
202.607	event	input	poke_5
202.687	event	input	poke_5_out
202.817	state		initiation_state
202.951	event	input	poke_5
202.953	state		forced_choice_right
203.026	event	input	poke_5_out
203.323	event	input	poke_4
204.668	event	input	poke_4_out
205.590	event	input	poke_6
205.591	state		chose_right
205.592	variable	print	{"n_trials": 24, "n_rewards": 16, "n_blocks": 1, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": false, "mov_ave": 0.05269958, "threshold_crossed": false}
205.924	event	sync	rsync
206.093	state		no_reward
206.193	state		reward_consumption
206.412	event	input	poke_6_out
206.553	event	input	poke_6
206.629	event	input	poke_6_out
206.714	event	input	poke_6
207.134	event	input	poke_6_out
208.135	event	timer	consumption_timer
208.135	state		inter_trial_interval
209.632	event	input	poke_5
209.768	event	input	poke_5_out
210.407	state		initiation_state
210.823	event	input	poke_5
210.824	state		choice_state
210.900	event	input	poke_5_out
211.208	event	input	poke_4
211.209	state		chose_left
211.210	variable	print	{"n_trials": 25, "n_rewards": 16, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.04650722, "threshold_crossed": false}
211.711	state		no_reward
211.811	state		reward_consumption
212.133	event	input	poke_4_out
213.134	event	timer	consumption_timer
213.134	state		inter_trial_interval
215.317	event	sync	rsync
215.621	state		initiation_state
216.518	event	input	poke_5
216.519	state		forced_choice_left
216.601	event	input	poke_5_out
217.049	event	input	poke_4
217.050	state		chose_left
217.051	variable	print	{"n_trials": 26, "n_rewards": 16, "n_blocks": 1, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.04650722, "threshold_crossed": false}
217.552	state		no_reward
217.652	state		reward_consumption
217.868	event	input	poke_4_out
217.925	event	sync	rsync
218.868	event	timer	consumption_timer
218.868	state		inter_trial_interval
219.884	event	sync	rsync
221.768	state		initiation_state
222.205	event	input	poke_5
222.207	state		choice_state
222.256	event	input	poke_5_out
222.715	event	input	poke_4
222.716	state		chose_left
222.717	variable	print	{"n_trials": 27, "n_rewards": 16, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.04104248, "threshold_crossed": false}
223.218	state		no_reward
223.318	state		reward_consumption
223.590	event	input	poke_4_out
223.729	event	sync	rsync
223.920	event	input	poke_5
224.080	event	input	poke_5_out
224.462	event	input	poke_4
225.466	event	input	poke_4_out
225.794	event	sync	rsync
226.466	event	timer	consumption_timer
226.466	state		inter_trial_interval
228.902	state		initiation_state
229.224	event	input	poke_5
229.226	state		choice_state
229.272	event	input	poke_5_out
229.319	event	input	poke_5
229.384	event	input	poke_5_out
229.865	event	input	poke_6
229.866	state		chose_right
229.867	variable	print	{"n_trials": 28, "n_rewards": 16, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": false, "mov_ave": 0.153723, "threshold_crossed": false}
230.368	state		no_reward
230.468	state		reward_consumption
230.570	event	input	poke_6_out
230.741	event	input	poke_6
231.195	event	input	poke_6_out
231.420	event	input	poke_6
231.544	event	input	poke_6_out
232.545	event	timer	consumption_timer
232.545	state		inter_trial_interval
233.997	event	input	poke_5
234.124	event	input	poke_5_out
234.196	state		initiation_state
234.512	event	input	poke_5
234.514	state		choice_state
234.610	event	input	poke_5_out
234.736	event	sync	rsync
234.918	event	input	poke_6
234.919	state		chose_right
234.920	variable	print	{"n_trials": 29, "n_rewards": 17, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.2531631, "threshold_crossed": false}
235.421	state		reward_right
235.542	state		reward_consumption
238.040	event	input	poke_6_out
239.041	event	timer	consumption_timer
239.041	state		inter_trial_interval
239.693	event	input	poke_5
239.779	event	input	poke_5_out
239.854	event	input	poke_5
239.942	event	input	poke_5_out
240.231	event	input	poke_5
240.400	event	input	poke_5_out
241.427	event	input	poke_5
241.532	event	input	poke_5_out
241.561	event	sync	rsync
241.846	event	input	poke_5
242.007	event	input	poke_5_out
242.029	state		initiation_state
242.388	event	input	poke_5
242.389	state		choice_state
242.487	event	input	poke_5_out
242.768	event	input	poke_4
242.770	state		chose_left
242.771	variable	print	{"n_trials": 30, "n_rewards": 17, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.2234157, "threshold_crossed": false}
242.870	event	sync	rsync
243.271	state		no_reward
243.371	state		reward_consumption
243.618	event	input	poke_4_out
244.044	event	input	poke_5
244.134	event	input	poke_5_out
244.454	event	sync	rsync
244.619	event	timer	consumption_timer
244.619	state		inter_trial_interval
246.290	event	input	poke_5
246.373	event	input	poke_5_out
246.389	state		initiation_state
246.475	event	input	poke_5
246.476	state		forced_choice_left
246.563	event	input	poke_5_out
246.910	event	input	poke_4
246.911	state		chose_left
246.912	variable	print	{"n_trials": 31, "n_rewards": 17, "n_blocks": 1, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.2234157, "threshold_crossed": false}
247.413	state		no_reward
247.513	state		reward_consumption
247.813	event	input	poke_4_out
248.283	event	input	poke_5
248.663	event	input	poke_5_out
248.814	event	timer	consumption_timer
248.814	state		inter_trial_interval
250.225	event	input	poke_5
250.297	event	input	poke_5_out
250.712	event	sync	rsync
250.905	event	input	poke_5
251.057	event	input	poke_5_out
251.078	event	input	poke_5
251.145	event	input	poke_5_out
251.352	state		initiation_state
251.412	event	input	poke_5
251.413	state		choice_state
251.515	event	input	poke_5_out
251.897	event	input	poke_6
251.898	state		chose_right
251.899	variable	print	{"n_trials": 32, "n_rewards": 18, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.3146667, "threshold_crossed": false}
252.400	state		reward_right
252.521	state		reward_consumption
256.104	event	input	poke_6_out
256.752	event	sync	rsync
257.105	event	timer	consumption_timer
257.105	state		inter_trial_interval
258.398	state		initiation_state
258.703	event	input	poke_5
258.704	state		choice_state
258.753	event	input	poke_5_out
259.120	event	input	poke_6
259.121	state		chose_right
259.122	variable	print	{"n_trials": 33, "n_rewards": 19, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.3951955, "threshold_crossed": false}
259.623	state		reward_right
259.744	state		reward_consumption
262.818	event	sync	rsync
263.970	event	input	poke_6_out
264.970	event	timer	consumption_timer
264.970	state		inter_trial_interval
265.689	event	input	poke_5
265.765	event	input	poke_5_out
265.812	event	input	poke_5
265.897	event	input	poke_5_out
265.999	event	input	poke_5
266.081	event	input	poke_5_out
266.432	state		initiation_state
266.931	event	input	poke_5
266.932	state		choice_state
267.020	event	input	poke_5_out
267.343	event	input	poke_6
267.344	state		chose_right
267.345	variable	print	{"n_trials": 34, "n_rewards": 20, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.466262, "threshold_crossed": false}
267.845	state		reward_right
267.966	state		reward_consumption
269.731	event	sync	rsync
271.069	event	input	poke_6_out
272.070	event	timer	consumption_timer
272.070	state		inter_trial_interval
273.553	state		initiation_state
273.760	event	input	poke_5
273.761	state		choice_state
273.820	event	input	poke_5_out
274.083	event	input	poke_6
274.084	state		chose_right
274.085	variable	print	{"n_trials": 35, "n_rewards": 21, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5289779, "threshold_crossed": false}
274.585	state		reward_right
274.706	state		reward_consumption
274.753	event	sync	rsync
278.417	event	input	poke_6_out
278.514	event	input	poke_6
278.532	event	input	poke_6_out
278.853	event	input	poke_6
279.157	event	input	poke_6_out
280.157	event	timer	consumption_timer
280.157	state		inter_trial_interval
280.848	event	sync	rsync
281.634	state		initiation_state
281.696	event	input	poke_5
281.697	state		forced_choice_left
281.761	event	input	poke_5_out
282.120	event	input	poke_6
283.007	event	input	poke_6_out
283.465	event	input	poke_5
283.577	event	input	poke_5_out
285.686	event	input	poke_5
285.713	event	input	poke_5_out
286.256	event	input	poke_4
286.257	state		chose_left
286.258	variable	print	{"n_trials": 36, "n_rewards": 21, "n_blocks": 1, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.5289779, "threshold_crossed": false}
286.758	state		no_reward
286.858	state		reward_consumption
287.089	event	input	poke_4_out
288.090	event	timer	consumption_timer
288.090	state		inter_trial_interval
289.419	event	sync	rsync
289.544	event	input	poke_5
289.632	event	input	poke_5_out
290.189	state		initiation_state
290.968	event	input	poke_5
290.969	state		forced_choice_right
291.054	event	input	poke_5_out
291.699	event	input	poke_6
291.700	state		chose_right
291.701	variable	print	{"n_trials": 37, "n_rewards": 21, "n_blocks": 1, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": false, "mov_ave": 0.5289779, "threshold_crossed": false}
292.201	state		no_reward
292.301	state		reward_consumption
292.472	event	input	poke_6_out
292.608	event	input	poke_6
292.634	event	input	poke_6_out
292.660	event	sync	rsync
292.775	event	input	poke_6
293.380	event	input	poke_6_out
294.295	event	input	poke_5
294.311	event	input	poke_5_out
294.381	event	timer	consumption_timer
294.381	state		inter_trial_interval
294.430	event	input	poke_5
294.504	event	input	poke_5_out
294.938	event	input	poke_5
295.045	event	input	poke_5_out
295.816	event	input	poke_5
295.947	event	input	poke_5_out
296.299	event	sync	rsync
296.456	state		initiation_state
299.273	event	input	poke_5
299.274	state		choice_state
299.288	event	input	poke_5_out
299.599	event	input	poke_6
299.601	state		chose_right
299.601	variable	print	{"n_trials": 38, "n_rewards": 22, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5843244, "threshold_crossed": false}
300.102	state		reward_right
300.223	state		reward_consumption
302.454	event	sync	rsync
303.763	event	input	poke_6_out
303.827	event	input	poke_6
303.838	event	input	poke_6_out
303.859	event	input	poke_6
303.875	event	input	poke_6_out
304.876	event	timer	consumption_timer
304.876	state		inter_trial_interval
307.695	event	input	poke_5
307.704	state		initiation_state
307.710	event	input	poke_5_out
307.787	event	input	poke_5
307.788	state		choice_state
307.813	event	input	poke_5_out
308.103	event	input	poke_6
308.105	state		chose_right
308.106	variable	print	{"n_trials": 39, "n_rewards": 23, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6331676, "threshold_crossed": false}
308.606	state		reward_right
308.727	state		reward_consumption
309.348	event	sync	rsync
311.789	event	input	poke_6_out
312.790	event	timer	consumption_timer
312.790	state		inter_trial_interval
314.355	event	input	poke_5
314.431	event	input	poke_5_out
315.017	event	sync	rsync
315.770	state		initiation_state
316.891	event	input	poke_5
316.892	state		choice_state
316.945	event	input	poke_5_out
317.292	event	input	poke_6
317.293	state		chose_right
317.294	variable	print	{"n_trials": 40, "n_rewards": 23, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": false, "mov_ave": 0.6762715, "threshold_crossed": false}
317.795	state		no_reward
317.895	state		reward_consumption
318.117	event	input	poke_6_out
318.266	event	input	poke_6
318.365	event	input	poke_6_out
319.366	event	timer	consumption_timer
319.366	state		inter_trial_interval
321.366	event	sync	rsync
322.296	state		initiation_state
325.174	event	input	poke_5
325.175	state		choice_state
325.273	event	input	poke_5_out
325.563	event	input	poke_6
325.564	state		chose_right
325.565	variable	print	{"n_trials": 41, "n_rewards": 23, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": false, "mov_ave": 0.7143106, "threshold_crossed": false}
326.066	state		no_reward
326.166	state		reward_consumption
326.558	event	input	poke_6_out
327.559	event	timer	consumption_timer
327.559	state		inter_trial_interval
327.764	event	sync	rsync
328.903	event	sync	rsync
330.262	state		initiation_state
331.262	event	input	poke_5
331.263	state		choice_state
