time	type	subtype	content
18.768	state		reward_consumption
19.710	event	sync	rsync
21.282	event	input	poke_6_out
22.283	event	timer	consumption_timer
22.283	state		inter_trial_interval
23.801	state		initiation_state
24.073	event	input	poke_6
24.515	event	input	poke_6_out
25.217	event	sync	rsync
32.260	event	sync	rsync
33.003	event	sync	rsync
34.697	event	sync	rsync
35.428	event	input	poke_5
35.429	state		choice_state
35.529	event	input	poke_5_out
35.671	event	input	poke_5
35.733	event	input	poke_5_out
35.828	event	input	poke_5
35.979	event	input	poke_5_out
36.667	event	input	poke_4
36.669	state		chose_left
36.670	variable	print	{"n_trials": 3, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": false, "mov_ave": 0.5069036, "threshold_crossed": false}
37.170	state		no_reward
37.270	state		reward_consumption
37.761	event	input	poke_4_out
38.661	event	input	poke_5
38.713	event	input	poke_5_out
38.762	event	timer	consumption_timer
38.762	state		inter_trial_interval
39.812	event	input	poke_6
39.893	event	input	poke_6_out
40.746	event	sync	rsync
40.860	state		initiation_state
41.065	event	input	poke_5
41.066	state		choice_state
41.261	event	input	poke_5_out
41.653	event	input	poke_4
41.654	state		chose_left
41.655	variable	print	{"n_trials": 4, "n_rewards": 2, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.5648439, "threshold_crossed": false}
41.881	event	sync	rsync
42.156	state		reward_left
42.227	state		reward_consumption
45.204	event	input	poke_4_out
45.364	event	sync	rsync
46.205	event	timer	consumption_timer
46.205	state		inter_trial_interval
48.391	state		initiation_state
51.160	event	sync	rsync
52.121	event	input	poke_5
52.122	state		choice_state
52.222	event	input	poke_5_out
52.594	event	input	poke_6
52.595	state		chose_right
52.596	variable	print	{"n_trials": 5, "n_rewards": 2, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.498473, "threshold_crossed": false}
53.097	state		no_reward
53.197	state		reward_consumption
53.620	event	input	poke_6_out
53.649	event	sync	rsync
54.620	event	timer	consumption_timer
54.620	state		inter_trial_interval
56.902	state		initiation_state
57.022	event	input	poke_4
57.432	event	input	poke_4_out
57.915	event	input	poke_5
57.916	state		choice_state
57.960	event	input	poke_5_out
58.004	event	sync	rsync
58.302	event	input	poke_6
58.303	state		chose_right
58.304	variable	print	{"n_trials": 6, "n_rewards": 2, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.4399009, "threshold_crossed": false}
58.804	state		no_reward
58.904	state		reward_consumption
59.179	event	input	poke_6_out
60.180	event	timer	consumption_timer
60.180	state		inter_trial_interval
61.947	event	input	poke_5
61.961	state		initiation_state
62.043	event	input	poke_5_out
62.493	event	input	poke_4
63.264	event	input	poke_4_out
63.659	event	input	poke_5
63.660	state		choice_state
63.735	event	input	poke_5_out
64.067	event	input	poke_6
64.068	state		chose_right
64.069	variable	print	{"n_trials": 7, "n_rewards": 2, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.3882112, "threshold_crossed": false}
64.570	state		no_reward
64.670	state		reward_consumption
64.969	event	input	poke_6_out
65.969	event	timer	consumption_timer
65.969	state		inter_trial_interval
66.714	event	sync	rsync
67.197	event	input	poke_5
67.275	event	input	poke_5_out
67.920	event	input	poke_4
68.794	event	input	poke_4_out
68.807	state		initiation_state
70.320	event	input	poke_5
70.321	state		forced_choice_right
70.431	event	input	poke_5_out
70.756	event	input	poke_4
71.472	event	sync	rsync
71.756	event	input	poke_4_out
71.785	event	input	poke_4
71.984	event	input	poke_4_out
72.099	event	input	poke_4
72.140	event	input	poke_4_out
73.992	event	input	poke_6
73.993	state		chose_right
73.993	variable	print	{"n_trials": 8, "n_rewards": 2, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.3882112, "threshold_crossed": false}
74.494	state		no_reward
74.594	state		reward_consumption
74.906	event	input	poke_6_out
75.906	event	timer	consumption_timer
75.906	state		inter_trial_interval
77.986	event	sync	rsync
78.437	state		initiation_state
78.699	event	input	poke_6
79.661	event	input	poke_6_out
80.127	event	input	poke_5
80.128	state		choice_state
80.291	event	input	poke_5_out
80.780	event	input	poke_4
80.781	state		chose_left
80.782	variable	print	{"n_trials": 9, "n_rewards": 3, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.4600982, "threshold_crossed": false}
81.283	state		reward_left
81.354	state		reward_consumption
84.051	event	input	poke_4_out
84.080	event	input	poke_4
84.151	event	input	poke_4_out
85.152	event	timer	consumption_timer
85.152	state		inter_trial_interval
86.172	event	input	poke_4
86.407	event	input	poke_4_out
86.442	state		initiation_state
87.029	event	input	poke_5
87.030	state		choice_state
87.116	event	input	poke_5_out
87.364	event	sync	rsync
87.562	event	input	poke_6
87.563	state		chose_right
87.564	variable	print	{"n_trials": 10, "n_rewards": 4, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": true, "mov_ave": 0.4060353, "threshold_crossed": false}
88.065	state		reward_right
88.135	state		reward_consumption
92.164	event	input	poke_6_out
92.604	event	sync	rsync
93.164	event	timer	consumption_timer
93.164	state		inter_trial_interval
93.372	event	sync	rsync
94.895	state		initiation_state
95.258	event	input	poke_5
95.259	state		forced_choice_left
95.290	event	input	poke_5_out
95.650	event	input	poke_4
95.651	state		chose_left
95.651	variable	print	{"n_trials": 11, "n_rewards": 5, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.4060353, "threshold_crossed": false}
96.152	state		reward_left
96.223	state		reward_consumption
98.241	event	input	poke_4_out
98.282	event	input	poke_4
98.344	event	input	poke_4_out
98.393	event	input	poke_4
98.807	event	input	poke_4_out
99.185	event	sync	rsync
99.808	event	timer	consumption_timer
99.808	state		inter_trial_interval
101.943	event	input	poke_5
102.061	event	input	poke_5_out
102.093	event	input	poke_5
102.149	event	input	poke_5_out
102.384	state		initiation_state
102.516	event	input	poke_4
103.541	event	input	poke_4_out
104.702	event	input	poke_5
104.703	state		choice_state
104.724	event	input	poke_5_out
105.694	event	input	poke_4
105.696	state		chose_left
105.697	variable	print	{"n_trials": 12, "n_rewards": 6, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.475828, "threshold_crossed": false}
106.197	state		reward_left
106.268	state		reward_consumption
108.485	event	sync	rsync
109.870	event	input	poke_4_out
110.252	event	sync	rsync
110.871	event	timer	consumption_timer
110.871	state		inter_trial_interval
112.747	state		initiation_state
113.192	event	input	poke_5
113.193	state		choice_state
113.303	event	input	poke_5_out
113.643	event	input	poke_4
113.645	state		chose_left
113.646	variable	print	{"n_trials": 13, "n_rewards": 7, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.5374198, "threshold_crossed": false}
113.821	event	sync	rsync
114.146	state		reward_left
114.217	state		reward_consumption
116.771	event	input	poke_4_out
116.811	event	input	poke_4
117.408	event	input	poke_4_out
118.408	event	timer	consumption_timer
118.408	state		inter_trial_interval
118.980	event	input	poke_4
119.663	event	input	poke_4_out
120.066	state		initiation_state
120.242	event	input	poke_5
120.243	state		forced_choice_right
120.258	event	input	poke_5_out
120.395	event	sync	rsync
120.614	event	input	poke_4
121.610	event	input	poke_4_out
122.127	event	input	poke_5
122.200	event	input	poke_5_out
122.603	event	input	poke_6
122.604	state		chose_right
122.605	variable	print	{"n_trials": 14, "n_rewards": 7, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.5374198, "threshold_crossed": false}
123.106	state		no_reward
123.206	state		reward_consumption
123.554	event	input	poke_6_out
124.027	event	sync	rsync
124.480	event	input	poke_4
124.966	event	input	poke_4_out
125.967	event	timer	consumption_timer
125.967	state		inter_trial_interval
127.952	state		initiation_state
128.050	event	input	poke_5
128.051	state		choice_state
128.157	event	input	poke_5_out
128.563	event	input	poke_4
128.565	state		chose_left
128.566	variable	print	{"n_trials": 15, "n_rewards": 8, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.5917744, "threshold_crossed": false}
129.066	state		reward_left
129.137	state		reward_consumption
131.579	event	input	poke_4_out
132.090	event	sync	rsync
132.579	event	timer	consumption_timer
132.579	state		inter_trial_interval
132.835	event	input	poke_5
132.927	event	input	poke_5_out
133.283	event	input	poke_4
133.891	event	input	poke_4_out
135.186	state		initiation_state
136.995	event	input	poke_5
136.996	state		choice_state
137.123	event	input	poke_5_out
137.628	event	input	poke_6
137.629	state		chose_right
137.630	variable	print	{"n_trials": 16, "n_rewards": 8, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.5222391, "threshold_crossed": false}
137.649	event	sync	rsync
138.131	state		no_reward
138.231	state		reward_consumption
138.581	event	input	poke_6_out
139.068	event	input	poke_5
139.127	event	input	poke_5_out
139.582	event	timer	consumption_timer
139.582	state		inter_trial_interval
139.623	event	input	poke_4
140.500	event	input	poke_4_out
141.200	state		initiation_state
142.218	event	input	poke_4
143.180	event	input	poke_4_out
143.753	event	input	poke_5
143.755	state		choice_state
143.797	event	input	poke_5_out
144.010	event	sync	rsync
144.301	event	input	poke_4
144.302	state		chose_left
144.303	variable	print	{"n_trials": 17, "n_rewards": 9, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.5783775, "threshold_crossed": false}
144.804	state		reward_left
144.875	state		reward_consumption
147.510	event	input	poke_4_out
148.510	event	timer	consumption_timer
148.510	state		inter_trial_interval
149.654	event	sync	rsync
151.042	state		initiation_state
151.334	event	input	poke_4
151.408	event	input	poke_4_out
151.530	event	input	poke_4
152.033	event	input	poke_4_out
152.386	event	sync	rsync
152.735	event	input	poke_4
153.812	event	input	poke_4_out
154.931	event	input	poke_5
154.933	state		forced_choice_left
154.984	event	input	poke_5_out
155.448	event	input	poke_4
155.449	state		chose_left
155.450	variable	print	{"n_trials": 18, "n_rewards": 9, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": false, "mov_ave": 0.5783775, "threshold_crossed": false}
155.951	state		no_reward
156.051	state		reward_consumption
156.436	event	input	poke_4_out
157.437	event	timer	consumption_timer
157.437	state		inter_trial_interval
158.125	event	sync	rsync
159.044	state		initiation_state
164.843	event	input	poke_4
165.139	event	input	poke_4_out
165.184	event	sync	rsync
167.127	event	input	poke_4
168.478	event	input	poke_4_out
168.922	event	input	poke_5
168.923	state		choice_state
169.036	event	input	poke_5_out
169.497	event	input	poke_4
169.499	state		chose_left
169.505	variable	print	{"n_trials": 19, "n_rewards": 10, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.6279194, "threshold_crossed": false}
169.635	event	sync	rsync
170.006	state		reward_left
170.077	state		reward_consumption
173.352	event	input	poke_4_out
173.397	event	input	poke_4
173.912	event	input	poke_4_out
174.669	event	sync	rsync
174.913	event	timer	consumption_timer
174.913	state		inter_trial_interval
175.941	event	input	poke_5
176.041	event	input	poke_5_out
176.319	state		initiation_state
176.337	event	input	poke_4
176.569	event	sync	rsync
177.209	event	input	poke_4_out
177.749	event	input	poke_5
177.750	state		choice_state
177.807	event	input	poke_5_out
177.840	event	input	poke_5
177.923	event	input	poke_5_out
178.222	event	input	poke_4
178.223	state		chose_left
178.224	variable	print	{"n_trials": 20, "n_rewards": 11, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.67164, "threshold_crossed": false}
178.725	state		reward_left
178.735	event	sync	rsync
178.796	state		reward_consumption
181.030	event	input	poke_4_out
181.060	event	input	poke_4
181.143	event	input	poke_4_out
181.182	event	input	poke_4
181.243	event	input	poke_4_out
181.294	event	input	poke_4
181.372	event	input	poke_4_out
181.412	event	input	poke_4
181.438	event	input	poke_4_out
181.796	event	sync	rsync
182.439	event	timer	consumption_timer
182.439	state		inter_trial_interval
182.936	event	input	poke_4
183.367	event	input	poke_4_out
184.567	state		initiation_state
184.887	event	input	poke_5
184.888	state		choice_state
185.000	event	input	poke_5_out
185.286	event	input	poke_4
185.288	state		chose_left
185.289	variable	print	{"n_trials": 21, "n_rewards": 11, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": false, "mov_ave": 0.7102234, "threshold_crossed": false}
185.789	state		no_reward
185.889	state		reward_consumption
186.292	event	input	poke_4_out
187.293	event	timer	consumption_timer
187.293	state		inter_trial_interval
187.592	event	input	poke_5
187.612	event	input	poke_5_out
188.000	event	sync	rsync
188.028	event	input	poke_5
188.180	event	input	poke_5_out
188.476	event	input	poke_4
188.952	event	input	poke_4_out
189.370	event	input	poke_5
189.392	event	input	poke_5_out
190.101	state		initiation_state
190.828	event	input	poke_5
190.829	state		choice_state
190.877	event	input	poke_5_out
191.156	event	input	poke_4
191.157	state		chose_left
191.158	variable	print	{"n_trials": 22, "n_rewards": 11, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": false, "mov_ave": 0.744273, "threshold_crossed": false}
191.659	state		no_reward
191.759	state		reward_consumption
192.229	event	input	poke_4_out
193.230	event	timer	consumption_timer
193.230	state		inter_trial_interval
194.499	event	input	poke_5
194.575	event	input	poke_5_out
194.825	state		initiation_state
194.973	event	input	poke_4
195.936	event	input	poke_4_out
196.313	event	input	poke_5
196.315	state		choice_state
196.344	event	input	poke_5_out
196.423	event	sync	rsync
196.434	event	input	poke_5
196.483	event	input	poke_5_out
196.808	event	input	poke_4
196.809	state		chose_left
196.810	variable	print	{"n_trials": 23, "n_rewards": 12, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.7743217, "threshold_crossed": true}
197.311	state		reward_left
197.382	state		reward_consumption
199.891	event	sync	rsync
200.598	event	input	poke_4_out
201.599	event	timer	consumption_timer
201.599	state		inter_trial_interval
204.491	state		initiation_state
205.698	event	sync	rsync
207.497	event	input	poke_5
207.498	state		forced_choice_left
207.545	event	input	poke_5_out
208.061	event	input	poke_4
208.062	state		chose_left
208.063	variable	print	{"n_trials": 24, "n_rewards": 13, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.7743217, "threshold_crossed": true}
208.564	state		reward_left
208.635	state		reward_consumption
208.995	event	sync	rsync
210.980	event	input	poke_4_out
210.996	event	input	poke_4
211.070	event	input	poke_4_out
212.070	event	timer	consumption_timer
212.070	state		inter_trial_interval
214.848	state		initiation_state
216.635	event	sync	rsync
220.833	event	sync	rsync
223.267	event	input	poke_4
224.672	event	input	poke_4_out
224.715	event	input	poke_4
224.776	event	input	poke_4_out
225.239	event	input	poke_5
225.240	state		choice_state
225.308	event	input	poke_5_out
225.626	event	input	poke_4
225.627	state		chose_left
225.628	variable	print	{"n_trials": 25, "n_rewards": 14, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.8008396, "threshold_crossed": true}
226.129	state		reward_left
226.200	state		reward_consumption
228.947	event	input	poke_4_out
228.983	event	input	poke_4
229.216	event	sync	rsync
229.739	event	input	poke_4_out
230.740	event	timer	consumption_timer
230.740	state		inter_trial_interval
232.239	state		initiation_state
238.233	event	sync	rsync
242.763	event	input	poke_4
243.871	event	input	poke_4_out
244.452	event	input	poke_5
244.453	state		choice_state
244.543	event	input	poke_5_out
245.064	event	input	poke_4
245.065	state		chose_left
245.066	variable	print	{"n_trials": 26, "n_rewards": 14, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": false, "mov_ave": 0.8242415, "threshold_crossed": true}
245.490	event	sync	rsync
245.566	state		no_reward
245.666	state		reward_consumption
246.463	event	input	poke_4_out
247.463	event	timer	consumption_timer
247.463	state		inter_trial_interval
248.271	event	input	poke_5
248.301	event	input	poke_5_out
249.652	state		initiation_state
250.462	event	input	poke_4
251.729	event	input	poke_4_out
251.753	event	input	poke_4
251.804	event	input	poke_4_out
252.105	event	input	poke_5
252.106	state		choice_state
252.120	event	input	poke_5_out
252.415	event	input	poke_4
252.416	state		chose_left
252.417	variable	print	{"n_trials": 27, "n_rewards": 15, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.8448937, "threshold_crossed": true}
252.918	state		reward_left
252.989	state		reward_consumption
254.404	event	sync	rsync
255.657	event	input	poke_4_out
255.689	event	input	poke_4
255.757	event	input	poke_4_out
255.807	event	input	poke_4
255.863	event	input	poke_4_out
256.863	event	timer	consumption_timer
256.863	state		inter_trial_interval
259.828	state		initiation_state
260.164	event	input	poke_6
260.324	event	sync	rsync
260.792	event	input	poke_6_out
261.113	event	sync	rsync
261.710	event	input	poke_4
262.810	event	input	poke_4_out
263.518	event	sync	rsync
263.631	event	input	poke_4
264.612	event	input	poke_4_out
265.000	event	input	poke_5
265.001	state		forced_choice_right
265.017	event	input	poke_5_out
265.350	event	input	poke_4
266.312	event	input	poke_4_out
266.790	event	input	poke_5
266.828	event	input	poke_5_out
267.293	event	input	poke_6
267.294	state		chose_right
267.295	variable	print	{"n_trials": 28, "n_rewards": 15, "n_blocks": 1, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.1551062, "threshold_crossed": false}
267.795	state		no_reward
267.895	state		reward_consumption
268.345	event	input	poke_6_out
268.788	event	input	poke_5
268.827	event	input	poke_5_out
269.266	event	input	poke_4
270.145	event	input	poke_4_out
270.194	event	input	poke_4
270.224	event	input	poke_4_out
271.094	event	input	poke_5
271.168	event	input	poke_5_out
271.225	event	timer	consumption_timer
271.225	state		inter_trial_interval
271.542	event	input	poke_4
272.314	event	sync	rsync
272.603	event	input	poke_4_out
272.721	event	input	poke_4
272.746	event	input	poke_4_out
273.020	state		initiation_state
273.433	event	input	poke_5
273.434	state		choice_state
273.476	event	input	poke_5_out
273.795	event	input	poke_4
273.796	state		chose_left
273.797	variable	print	{"n_trials": 29, "n_rewards": 15, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.1368808, "threshold_crossed": false}
274.297	state		no_reward
274.397	state		reward_consumption
274.893	event	input	poke_4_out
275.815	event	input	poke_5
275.879	event	input	poke_5_out
275.894	event	timer	consumption_timer
275.894	state		inter_trial_interval
276.850	event	input	poke_5
277.198	event	sync	rsync
277.462	event	input	poke_5_out
277.670	state		initiation_state
278.404	event	input	poke_4
278.984	event	input	poke_4_out
279.370	event	input	poke_5
279.371	state		choice_state
279.468	event	input	poke_5_out
279.876	event	input	poke_4
279.877	state		chose_left
279.878	variable	print	{"n_trials": 30, "n_rewards": 15, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.1207969, "threshold_crossed": false}
280.379	state		no_reward
280.479	state		reward_consumption
280.822	event	input	poke_4_out
280.942	event	sync	rsync
281.194	event	input	poke_5
281.212	event	input	poke_5_out
281.822	event	timer	consumption_timer
281.822	state		inter_trial_interval
281.910	event	input	poke_5
282.057	event	input	poke_5_out
282.397	event	input	poke_4
283.240	event	input	poke_4_out
283.263	event	sync	rsync
284.422	state		initiation_state
286.460	event	input	poke_4
287.085	event	sync	rsync
287.413	event	input	poke_4_out
287.454	event	input	poke_4
287.514	event	input	poke_4_out
288.980	event	input	poke_5
288.981	state		forced_choice_left
289.035	event	input	poke_5_out
289.259	event	input	poke_5
289.344	event	input	poke_5_out
289.686	event	input	poke_4
289.692	state		chose_left
289.694	variable	print	{"n_trials": 31, "n_rewards": 16, "n_blocks": 1, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": true, "mov_ave": 0.1207969, "threshold_crossed": false}
290.194	state		reward_left
290.265	state		reward_consumption
292.369	event	input	poke_4_out
292.392	event	input	poke_4
292.715	event	input	poke_4_out
293.716	event	timer	consumption_timer
293.716	state		inter_trial_interval
295.271	event	sync	rsync
296.630	state		initiation_state
298.424	event	sync	rsync
304.131	event	sync	rsync
310.424	event	sync	rsync
316.169	event	sync	rsync
318.216	event	sync	rsync
321.159	event	sync	rsync
321.751	event	sync	rsync
324.405	event	sync	rsync
332.342	event	sync	rsync
338.011	event	sync	rsync
340.885	event	sync	rsync
341.505	event	sync	rsync
342.936	event	sync	rsync
349.279	event	sync	rsync
351.345	event	sync	rsync
356.772	event	sync	rsync
361.475	event	sync	rsync
369.495	event	sync	rsync
372.512	event	sync	rsync
379.000	event	sync	rsync
382.502	event	sync	rsync
386.817	event	sync	rsync
387.422	event	sync	rsync
390.875	event	sync	rsync
400.150	event	sync	rsync
403.290	event	sync	rsync
409.262	event	sync	rsync
412.564	event	sync	rsync
416.869	event	sync	rsync
418.255	event	sync	rsync
421.258	event	sync	rsync
426.424	event	sync	rsync
434.660	event	sync	rsync
442.472	event	sync	rsync
450.205	event	sync	rsync
458.432	event	input	poke_5
458.433	state		choice_state
458.507	event	input	poke_5_out
458.853	event	sync	rsync
459.532	event	input	poke_6
459.533	state		chose_right
459.534	variable	print	{"n_trials": 32, "n_rewards": 17, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.224106, "threshold_crossed": false}
460.035	state		reward_right
460.075	event	input	poke_6_out
460.105	state		reward_consumption
461.105	event	timer	consumption_timer
461.105	state		inter_trial_interval
463.250	state		initiation_state
465.018	event	sync	rsync
467.099	event	input	poke_6
467.193	event	input	poke_6_out
467.242	event	input	poke_6
467.307	event	input	poke_6_out
467.325	event	input	poke_6
468.413	event	sync	rsync
472.549	event	sync	rsync
472.558	event	input	poke_6_out
472.600	event	input	poke_6
473.182	event	input	poke_6_out
476.086	event	input	poke_6
476.182	event	input	poke_6_out
480.135	event	sync	rsync
480.560	event	input	poke_5
480.562	state		choice_state
480.714	event	input	poke_5_out
481.074	event	input	poke_4
481.075	state		chose_left
481.076	variable	print	{"n_trials": 33, "n_rewards": 17, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.1977728, "threshold_crossed": false}
481.577	state		no_reward
481.677	state		reward_consumption
482.034	event	input	poke_4_out
482.209	event	sync	rsync
483.035	event	timer	consumption_timer
483.035	state		inter_trial_interval
485.737	state		initiation_state
485.792	event	sync	rsync
486.865	event	input	poke_5
486.867	state		forced_choice_right
487.004	event	input	poke_5_out
487.510	event	input	poke_6
487.511	state		chose_right
487.512	variable	print	{"n_trials": 34, "n_rewards": 18, "n_blocks": 1, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.1977728, "threshold_crossed": false}
488.013	state		reward_right
488.083	state		reward_consumption
490.875	event	input	poke_6_out
491.876	event	timer	consumption_timer
491.876	state		inter_trial_interval
493.972	state		initiation_state
494.751	event	sync	rsync
494.767	event	input	poke_5
494.768	state		choice_state
494.803	event	input	poke_5_out
495.304	event	input	poke_4
495.305	state		chose_left
495.306	variable	print	{"n_trials": 35, "n_rewards": 18, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.1745339, "threshold_crossed": false}
495.807	state		no_reward
495.907	state		reward_consumption
496.246	event	input	poke_4_out
497.246	event	timer	consumption_timer
497.246	state		inter_trial_interval
499.073	state		initiation_state
499.386	event	input	poke_6
500.711	event	sync	rsync
500.772	event	input	poke_6_out
504.794	event	input	poke_6
504.846	event	sync	rsync
505.501	event	input	poke_6_out
508.742	event	input	poke_5
508.743	state		choice_state
508.850	event	input	poke_5_out
509.314	event	input	poke_4
509.315	state		chose_left
509.316	variable	print	{"n_trials": 36, "n_rewards": 18, "n_blocks": 1, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.1540256, "threshold_crossed": false}
509.482	event	input	poke_4_out
509.746	event	input	poke_4
509.817	state		no_reward
509.917	state		reward_consumption
510.549	event	input	poke_4_out
511.236	event	sync	rsync
511.549	event	timer	consumption_timer
511.549	state		inter_trial_interval
512.003	event	input	poke_5
512.096	event	input	poke_5_out
512.646	event	input	poke_6
513.028	state		initiation_state
513.555	event	input	poke_6_out
520.020	event	sync	rsync
523.057	event	sync	rsync
524.987	event	sync	rsync
526.203	event	sync	rsync
526.912	event	sync	rsync
527.412	event	input	poke_4
527.485	event	input	poke_4_out
536.336	event	sync	rsync
540.842	event	sync	rsync
542.269	event	sync	rsync
547.694	event	sync	rsync
549.248	event	input	poke_5
549.249	state		choice_state
549.397	event	input	poke_5_out
549.818	event	input	poke_4
549.820	state		chose_left
